LabVIEW Measurement,,,,,,,,
Writer_Version,2,,,,,,,
Reader_Version,2,,,,,,,
Separator,Comma,,,,,,,
Decimal_Separator,.,,,,,,,
Multi_Headings,No,,,,,,,
X_Columns,One,,,,,,,
Time_Pref,Absolute,,,,,,,
Operator,Kagawa-unit,,,,,,,
Date,2019/4/5,,,,,,,
Time,08:20.8,,,,,,,
***End_of_Header***,,,,,,,,
,,,,,,,,
Channels,6,,,,,,,
Samples,1,1,1,1,1,1,,
Date,2019/4/5,2019/4/5,2019/4/5,2019/4/5,2019/4/5,2019/4/5,,
Time,08:20.8,08:24.7,08:21.9,08:21.0,08:22.0,08:21.9,,
X_Dimension,Time,Time,Time,Time,Time,Time,,
X0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,
Delta_X,1,1,1,1,1,1,,
***End_of_Header***,,,,,,,,
Time stamp,V_lockin,V_applied,V_drop,I_net (A),I_bias,Resistance,I_bias,Resistance
0,0.5,0.028076,4.049806,1.04E-07,1.79E-05,3.90E+07,,
3.831906,0.5,0.498964,4.099838,1.05E-05,2.02E-05,389469.1855,,
7.616937,0.5,0.498964,4.149558,1.16E-05,2.17E-05,356728.2445,,
11.449513,0.5,0.498964,4.199223,1.30E-05,2.31E-05,322747.3733,,
15.239366,0.5,0.498964,4.248562,1.43E-05,2.45E-05,297642.0076,,
19.031013,0.5,0.498964,4.29822,1.55E-05,2.58E-05,277060.2059,,
22.837323,0.5,0.498964,4.34755,1.67E-05,2.72E-05,260835.2581,,
26.617855,0.5,0.498964,4.397242,1.77E-05,2.86E-05,248205.519,,
30.399277,0.5,0.498964,4.446552,1.87E-05,2.98E-05,237627.6672,,
34.195322,0.5,0.498964,4.396208,1.96E-05,3.02E-05,224299.3928,,
37.982818,0.5,0.498964,4.345845,2.08E-05,3.06E-05,209360.9697,,
41.775183,0.5,0.498964,4.29583,2.19E-05,3.07E-05,195845.9995,,
45.5675,0.5,0.498964,4.245827,2.30E-05,3.07E-05,184392.2047,,
49.367254,0.5,0.498964,4.195787,2.42E-05,3.08E-05,173705.9829,,
53.157176,0.5,0.498964,4.145781,2.52E-05,3.08E-05,164454.1928,,
56.944127,0.5,0.498964,4.095724,2.62E-05,3.06E-05,156092.5806,,
60.732028,0.5,0.498964,4.045355,2.72E-05,3.05E-05,148535.5323,,
64.533028,0.5,0.498964,3.995285,2.82E-05,3.04E-05,141568.6734,,
68.3156,0.5,0.498964,3.945271,2.92E-05,3.02E-05,135280.0565,,
72.117828,0.5,0.498964,3.895244,3.01E-05,3.00E-05,129529.1694,,
75.926188,0.5,0.498964,3.844505,3.09E-05,2.98E-05,124329.3888,,
79.714736,0.5,0.498964,3.794093,3.17E-05,2.95E-05,119791.7712,,
83.511325,0.5,0.498964,3.743706,3.25E-05,2.93E-05,115152.4659,,
87.31224,0.5,0.498964,3.692971,3.32E-05,2.90E-05,111111.8127,,
91.109905,0.5,0.498964,3.642566,3.40E-05,2.87E-05,107115.6004,,
94.915217,0.5,0.498964,3.592208,3.47E-05,2.84E-05,103640.7287,,
98.720552,0.5,0.498964,3.541464,3.54E-05,2.81E-05,100144.8846,,
102.525228,0.5,0.498964,3.491069,3.59E-05,2.78E-05,97177.307,,
106.319535,0.5,0.498964,3.440409,3.65E-05,2.76E-05,94351.00364,,
110.121006,0.5,0.498964,3.390005,3.69E-05,2.73E-05,91749.54143,,
113.940929,0.5,0.498964,3.339634,3.75E-05,2.70E-05,89136.3022,,
117.761313,0.5,0.498964,3.288879,3.79E-05,2.67E-05,86710.09333,,
121.558526,0.5,0.498964,3.238514,3.84E-05,2.65E-05,84426.58402,,
125.342524,0.5,0.498964,3.188134,3.88E-05,2.61E-05,82227.61142,,
129.134451,0.5,0.498964,3.137375,3.92E-05,2.58E-05,80062.43562,,
132.95569,0.5,0.498964,3.086969,3.96E-05,2.54E-05,78005.90135,,
136.758381,0.5,0.498964,3.036228,3.99E-05,2.51E-05,76045.36256,,
140.56369,0.5,0.498964,2.985517,4.03E-05,2.47E-05,74111.72641,,
144.371502,0.5,0.498964,2.93475,4.06E-05,2.44E-05,72207.5345,,
148.184673,0.5,0.498964,2.883661,4.10E-05,2.40E-05,70399.13651,,
151.99549,0.5,0.498964,2.832961,4.13E-05,2.35E-05,68646.99603,,
155.783628,0.5,0.498964,2.782205,4.16E-05,2.31E-05,66858.06723,,
159.57917,0.5,0.498964,2.731123,4.18E-05,2.27E-05,65265.12184,,
163.364639,0.5,0.498964,2.680398,4.21E-05,2.23E-05,63595.00396,,
167.143528,0.5,0.498964,2.629691,4.24E-05,2.19E-05,62043.26462,,
170.914768,0.5,0.498964,2.578619,4.27E-05,2.14E-05,60424.29244,,
174.715651,0.5,0.498964,2.527925,4.29E-05,2.10E-05,58884.53294,,
