Temperature (K),Bridge 1 Resistivity (Ohm)
1.82950002,14098.57391
1.839450002,13942.12027
1.848550022,13805.60484
1.866699994,13541.79715
1.884750009,13315.75738
1.911150038,12922.48645
1.956700027,12357.49625
2.000399947,11877.73285
2.152050018,10262.66246
2.545750022,7664.61543
2.906399965,6225.604453
3.260800004,5198.613652
3.636900067,4465.131133
4.004899979,3929.49957
4.374300003,3503.185508
4.731299877,3176.630244
5.064099789,2934.723008
5.399649858,2726.992012
5.756500006,2540.978525
6.110499859,2381.634248
6.457799911,2246.592012
6.809350014,2124.906963
7.161049843,2020.423716
7.501000166,1929.847441
7.847300053,1845.402539
8.218449593,1765.201719
8.552199841,1703.197031
9.272500038,1567.894268
9.699500084,1510.709409
9.835100174,1491.082275
10.02840042,1468.755801
10.47734976,1410.57312
10.80900002,1372.505298
11.13324976,1337.589517
11.48850012,1301.849395
11.82765007,1269.74373
12.16960001,1238.604141
12.50060034,1210.703247
12.85395002,1182.352134
13.18375015,1157.709712
13.51259995,1133.760322
13.86509991,1109.666821
14.21480036,1086.605303
14.54874992,1065.781973
14.89354992,1045.49665
15.24499989,1025.477949
15.58085012,1007.353464
15.9282999,989.2122339
16.25819969,972.7864526
16.58950043,957.2779297
16.9411993,940.850769
17.26619911,926.3590796
17.6114502,911.5295117
17.94559956,897.8529395
18.27489948,884.6869556
18.59689999,872.1966431
18.96854973,858.3700732
19.30220032,846.1477197
19.65129948,834.0329761
20.00035,822.1136743
20.36085033,810.4541504
20.70374966,799.6180444
21.01815033,789.8646289
21.36205006,779.4576367
21.71120071,769.2903149
22.06665039,759.3157178
22.42129993,749.5755127
22.77340031,740.1504297
23.10505009,731.7414331
23.42514992,723.4729175
23.76889992,714.9362671
24.11205006,706.7829883
24.44059944,699.0060156
24.79594994,690.9305029
25.13494968,683.5310425
25.46245003,676.2753076
25.81130028,668.8826172
26.17385006,661.3101074
26.49935055,654.7895435
26.82664967,648.27375
27.16244984,641.8734082
27.50265026,635.3532446
27.83069992,629.2673413
28.15699959,623.2386255
28.48794937,617.3683032
28.82660007,611.5551123
29.16160011,605.830874
29.48554993,600.2960303
29.8196497,594.8014111
30.16065025,589.3182104
30.49520016,583.9762646
30.83714962,578.6179248
31.16399956,573.6601074
31.5223999,568.3084058
31.86779976,563.126687
32.19325066,558.4240356
32.52864838,553.760144
32.85089874,549.1886377
33.20125008,544.444646
33.53705025,539.8925513
33.85579872,535.6941846
34.19945145,531.2972314
34.53429985,527.0514673
34.89465141,522.5266113
35.24309921,518.2596338
35.58670044,514.1324048
35.92379951,510.0935315
36.2615509,506.2529785
36.60354996,502.3086462
36.9416008,498.5292688
37.271101,494.8765515
37.59445,491.366311
37.92740059,487.810376
38.27669907,484.0813037
38.61030006,480.6452246
38.95664978,477.0511304
39.30635071,473.5013391
39.6412487,470.2032886
39.97634888,466.9220325
40.34524918,463.3299573
40.69835091,460.0259802
41.02705002,456.8935889
41.36834908,453.8057031
41.71585083,450.6078064
42.04504967,447.6125391
42.37750053,444.725542
42.72750092,441.6968652
43.07100105,438.7129126
43.41275024,435.8509863
43.75430107,432.9337598
44.08130074,430.2958252
44.41910172,427.5403821
44.76555061,424.7728125
45.1283493,421.9005481
45.46369934,419.3193262
45.80735016,416.6261389
46.1868515,413.7768237
46.51250076,411.3258423
46.84525108,408.842865
47.18580055,406.3527563
47.51239967,404.0210449
47.83539963,401.674281
48.14729881,399.5119141
48.47570038,397.2215283
48.81769943,394.8884631
49.16760063,392.4697791
49.49774933,390.2841162
49.85239983,387.8892883
50.19614983,385.6543176
50.5489502,383.3753796
50.8737011,381.3320898
51.19910049,379.2554333
51.52910042,377.2122021
51.86104965,375.1293665
52.20025063,373.0691919
52.55384827,370.9369373
52.90155029,368.909032
53.21294975,367.0502722
53.56399918,364.9875
53.91214943,362.9875244
54.25029945,361.0704309
54.58144951,359.2149365
54.90394974,357.4065222
55.23649979,355.5596204
55.57785034,353.7004016
55.92329979,351.8536792
56.27094841,349.9954712
56.62694931,348.0999365
56.9782505,346.2856506
57.3281002,344.5064673
57.67850113,342.7086157
58.02390099,340.9641235
58.36219978,339.2787366
58.69265175,337.6646045
59.02429962,336.0473608
59.36994934,334.3869861
59.73884964,332.6091528
60.08500099,330.960144
60.4171505,329.4301733
60.76375008,327.8008008
61.10124969,326.2790845
61.45705032,324.6527258
61.81419945,323.0608179
62.167099,321.4594299
62.5013504,319.9825525
62.82179832,318.5859619
63.17329979,317.0707922
63.50839996,315.591543
63.8635006,314.102384
64.19445038,312.7465625
64.53639984,311.3313611
64.86504745,309.9464587
65.20835114,308.5327063
65.54550171,307.1660254
65.87280273,305.8652014
66.20510101,304.5343347
66.53584671,303.2269165
66.85540009,301.9667432
67.20064926,300.6487122
67.5298996,299.3956128
67.86970139,298.0802795
68.21710205,296.7775159
68.57299805,295.4426733
68.92070007,294.1601892
69.2649498,292.8848779
69.61275101,291.6279871
69.93524933,290.4662952
70.29320145,289.1967712
70.64754868,287.9391663
70.99284744,286.7290393
71.31705093,285.6001147
71.67269897,284.3772729
72.00154877,283.2670203
72.33094788,282.1509167
72.67185211,280.998573
72.97985077,279.9884424
73.29919815,278.9173962
73.63980103,277.8208228
73.96470261,276.7518799
74.29339981,275.6912219
74.6297493,274.6145728
74.96070099,273.5679358
75.28009796,272.5716541
75.65090179,271.4017664
75.99100113,270.330022
76.32065201,269.2993921
76.66830063,268.2540381
77.00110245,267.2484399
77.35589981,266.189231
77.70534897,265.1588013
78.05335236,264.1332068
78.38954926,263.1214697
78.72629929,262.1592957
79.07284927,261.1513953
79.41469955,260.1762512
79.75175095,259.2449072
80.07454681,258.3231702
80.39830017,257.4217383
80.73699951,256.5024316
81.08530045,255.5155615
81.41309738,254.6186981
81.75025177,253.7221466
82.0679512,252.8380774
82.40855026,251.9399237
82.72164917,251.1017932
83.08549881,250.1458405
83.43289948,249.2440942
83.75839996,248.3987177
84.11264801,247.4786182
84.46059799,246.5990717
84.7676506,245.798645
85.09284973,244.9770007
85.43305206,244.1290839
85.78684998,243.2512524
86.13915253,242.3754767
86.47545242,241.5565234
86.82515335,240.7019257
87.15660095,239.902431
87.49160004,239.0936798
87.84114838,238.2631085
88.1929512,237.4443414
88.54354858,236.6197278
88.88259888,235.827337
89.21735001,235.0449341
89.5727005,234.2409369
